Region_ID,Region_Name,Route_Origin_Location_Description,Origin_Lat,Origin_Long,Stop_Location_ID,Location_Lat,Location_Long
4115,Region149,Origin8,39.9794,-82.9446,5620000005,40.4887,-84.6227
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.317,-84.4721
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.7626,-84.2548
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.5355,-83.4063
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.3272,-84.4812
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.9567,-82.8537
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.9897,-83.1118
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.966,-83.1391
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.991,-83.1149
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.1464,-82.9179
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.9858,-82.8564
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.359,-82.4849
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.0138,-82.9186
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.8434,-82.9321
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.0398,-83.1379
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.9767,-83.0436
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.0066,-83.1344
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.0933,-83.1511
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.9488,-82.9998
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.9486,-82.9981
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.9974,-82.8366
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.963,-82.9933
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.9904,-83.1093
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.972,-83.1048
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.99,-83.1154
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.0445,-82.9506
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.0445,-82.9506
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.0445,-82.9506
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.0417,-83.0004
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.181,-83.017
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.9869,-82.8742
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.9064,-83.0816
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.9038,-83.09
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.4898,-84.3816
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.2851,-83.4996
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.3804,-84.1892
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.2753,-83.5115
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.3783,-83.7594
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.3783,-83.7594
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.3137,-83.0882
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.3107,-83.0783
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.3069,-83.0933
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.2982,-83.0941
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.2926,-83.0719
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.2988,-83.0548
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.31,-83.0721
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.299,-83.0709
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.2823,-83.0961
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.8543,-84.5463
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.8898,-82.7765
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.9079,-82.7547
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.8859,-82.7508
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.874,-82.7542
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.9245,-82.807
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.9153,-82.7654
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.8781,-82.7765
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.9076,-82.7342
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.8836,-82.759
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.9141,-82.7278
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.909,-82.7092
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.9086,-82.7097
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.8444,-82.9497
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.1079,-83.2714
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.7297,-82.7784
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.7256,-82.7856
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.1056,-83.7465
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.1756,-83.7827
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.5356,-83.3997
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.89,-82.3246
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.1298,-82.9217
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.1242,-82.9441
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.124,-82.9441
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.2578,-83.7552
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.1131,-82.9875
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.1131,-82.9875
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.0028,-82.8497
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.0916,-82.7957
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.8464,-82.9097
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.7858,-84.1718
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.28,-84.2071
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,41.1004,-83.6498
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,41.0356,-83.6504
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.8928,-83.0949
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,41.0519,-82.9579
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.7276,-82.7896
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.5357,-83.4039
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.0957,-83.155
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.755,-82.7959
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.755,-82.7959
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.8369,-82.9246
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.2363,-83.367
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.2363,-83.367
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,41.0532,-83.6884
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.8813,-82.8839
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.4371,-84.3727
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,41.0805,-83.62
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.2155,-83.3219
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.9176,-83.1388
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.6735,-84.2409
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.7957,-84.1525
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.3671,-82.976
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.5571,-84.5449
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.0972,-84.5228
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.0993,-84.526
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.1183,-83.0136
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.377,-84.5556
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,41.0616,-83.6735
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.9824,-83.135
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.9405,-82.0243
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.1568,-84.2288
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.0613,-82.361
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.7764,-82.5468
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.7284,-84.0826
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.7089,-82.5996
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.2726,-84.4332
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.4137,-83.8448
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.8955,-83.8216
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.63,-83.1289
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.8636,-82.9416
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.8974,-84.2267
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.9064,-83.0816
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.1172,-82.9486
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.078,-82.2866
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.0779,-82.2855
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.0776,-82.2897
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.0776,-82.2897
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.0778,-82.289
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.9281,-82.9475
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.8872,-83.0636
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.8447,-83.0839
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.8018,-83.5111
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.8849,-83.0563
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.8927,-83.0518
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.8295,-82.3771
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.9844,-82.7746
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.8217,-83.9438
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.9003,-83.407
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.5932,-83.1467
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.5674,-83.1602
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.607,-83.118
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.5923,-83.0882
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.5833,-83.1048
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.5782,-83.1173
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.5804,-83.1215
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.5789,-83.1574
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.5801,-83.1215
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.5822,-83.1215
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.5881,-83.107
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.0142,-82.9217
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.8461,-84.1864
4115,Region149,Origin8,39.9794,-82.9446,5.62E+13,39.7936,-82.94
4115,Region149,Origin8,39.9794,-82.9446,5.62E+13,40.2863,-83.1278
4115,Region149,Origin8,39.9794,-82.9446,5.62E+13,40.0852,-82.7498
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.5359,-83.3942
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.9373,-81.9779
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.0954,-84.1872
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.9064,-83.0816
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.9618,-82.7161
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,40.3796,-84.3752
4115,Region149,Origin8,39.9794,-82.9446,5.62E+12,39.8527,-82.9422
